customer_id,first_name,last_name,birth_date,email,address,income,snapshot_date
CUST1,Micheal,Oconnor,1951-07-05,drogers@gmail.com,"0702 Sheena Rapid, Martinberg, MT 55749",88687,2024-03-01
CUST2,Jennifer,Lloyd,1995-12-21,deborah02@hotmail.com,"195 Brown Path, Roachville, KS 85462",79726,2024-03-01
CUST3,Cory,Yang,1990-07-03,qmurphy@hotmail.com,"3536 Daniel Corner Suite 626, Marshallmouth, VT 67307",100286,2024-03-01
CUST4,Travis,Elliott,1994-06-23,uhansen@gmail.com,"9669 Tony Lakes Suite 243, Lake Williamhaven, TN 56783",86020,2024-03-01
CUST5,Tiffany,David,1967-10-12,millerjennifer@hotmail.com,"5431 Heather Gateway, East Rickmouth, NY 95467",47543,2024-03-01
CUST6,Eric,Moreno,1951-11-13,lpatterson@yahoo.com,"16332 Cooper Stream Suite 825, Jasonberg, MO 54632",30238,2024-03-01
CUST7,Sarah,Taylor,1997-07-14,ztorres@castillo.info,"1055 Lester Stravenue Apt. 979, Elizabethmouth, IN 95864",112859,2024-03-01
CUST8,Bruce,Holland,2005-05-05,owilson@gmail.com,"Unit 6505 Box 2352, DPO AA 94728",40737,2024-03-01
CUST9,Melanie,Dougherty,1980-02-23,tlopez@doyle.net,"77829 Kathleen Mountains Apt. 459, Adamstown, MT 28399",88695,2024-03-01
CUST10,Caleb,Fisher,1994-12-03,fgeorge@reeves-sims.org,"538 Russell Club Suite 684, Port Kristin, ME 11929",30952,2024-03-01
CUST11,Austin,Dean,1977-12-11,crossjennifer@peterson-martinez.biz,"76677 Tom Villages, Lake Matthewmouth, KY 27708",37442,2024-03-01
CUST12,Corey,Spence,1942-10-04,iroberts@wiggins-perry.com,"194 Stevens Inlet Suite 397, East Tammy, IL 14261",83596,2024-03-01
CUST13,Jeffrey,Rose,1943-02-07,christinebradford@gmail.com,"941 Michelle Glens Suite 982, Lake Keithmouth, MT 80723",62423,2024-03-01
CUST14,Amanda,Wagner,1971-04-01,samuelgonzales@yahoo.com,"PSC 3909, Box 0064, APO AA 13217",79800,2024-03-01
CUST15,Tina,Garcia,1961-07-07,caitlinmosley@hotmail.com,"8695 Jody Spurs, Lucasmouth, KS 34993",118150,2024-03-01
CUST16,Jeremy,Mcmahon,1993-07-31,wendy89@anderson.biz,"4430 Corey Fork Suite 376, Moodyborough, NM 55440",27235,2024-03-01
CUST17,Lori,Phillips,1960-03-18,taylorjoan@bennett-petersen.biz,"Unit 5594 Box 0135, DPO AP 81869",42627,2024-03-01
CUST18,Charles,Moran,1997-11-08,timothywise@hotmail.com,"766 Stone Park, Calderonview, NJ 18548",121030,2024-03-01
CUST19,Crystal,Robinson,1985-10-11,kingerik@brown-mckenzie.org,"10568 Bush Meadow Suite 649, Megantown, NM 59207",78334,2024-03-01
CUST20,Kristen,Cole,1994-03-02,katrina10@harrington-wilson.com,"5783 Sandra Keys Suite 818, North Elizabethtown, SD 69361",41663,2024-03-01
CUST21,Ashley,Cooper,1978-07-23,,"29973 James Brooks, Danaborough, AL 20935",49097,2024-03-01
CUST22,Renee,Black,1997-03-10,wallacechad@odonnell.com,"0953 Schroeder Rue Apt. 359, East Christopher, AZ 38759",71906,2024-03-01
CUST23,Joshua,Young,1938-03-29,nduran@shaffer-clark.com,"99784 Lisa Isle Suite 251, Danielstad, LA 78584",33915,2024-03-01
CUST24,Chad,Watson,1945-12-01,heather77@perry-reyes.net,"5702 Guzman Pines Apt. 548, West Joseph, OK 11171",28926,2024-03-01
CUST25,Jessica,Moore,1979-07-07,shannonpatrick@ochoa.org,"5863 Michael Villages Apt. 260, North Robert, ME 83840",109182,2024-03-01
CUST26,Christine,Hanson,1939-10-25,william87@arnold-mejia.com,"982 Amber Villages Apt. 962, Robertoton, OH 84754",42493,2024-03-01
CUST27,Michael,Bishop,1971-03-25,ggonzalez@gmail.com,"96627 Susan Fields, South Christopherburgh, WY 97113",112200,2024-03-01
CUST28,Samuel,Welch,1934-07-29,julieolson@frost.biz,"4939 Steven Highway Suite 165, Estradaland, RI 74469",111222,2024-03-01
CUST29,Lori,Reyes,1957-08-27,henryanthony@bradford.info,"9995 Shelia Avenue Apt. 414, New Kimberly, IN 20384",43761,2024-03-01
CUST30,Toni,Mitchell,1950-02-09,fbrown@johnson-james.com,"927 Miller Courts, Marvinstad, DC 88179",56882,2024-03-01
CUST31,Mariah,Taylor,1992-05-02,geoffreyhunter@lambert.com,"2217 Anthony Spurs, New Vincent, CO 34445",110395,2024-03-01
CUST32,Peter,Ross,1966-08-15,barberkendra@parker.com,"359 Smith Mews, Scottville, MS 99690",58017,2024-03-01
CUST33,Michael,Garcia,1962-01-25,wchristensen@owen.com,"245 Elizabeth Heights Suite 476, West Tinatown, WY 08794",151304,2024-03-01
CUST34,Debra,Moore,1990-06-08,amanda68@yahoo.com,"3162 Maynard Course, Lake Nicole, ID 71240",49738,2024-03-01
CUST35,Debra,Johnson,1937-09-07,jeremyphillips@dickson.com,"48948 Williams Union Apt. 302, Lake Ray, LA 61881",73703,2024-03-01
CUST36,Susan,Joseph,1988-10-19,cathyfrench@hotmail.com,"USNV Ross, FPO AP 21928",58136,2024-03-01
CUST37,Shawn,Martin,1983-08-24,thomas80@alexander.com,"7225 Thomas Viaduct, Amandaberg, VA 56001",30421,2024-03-01
CUST38,Aaron,Freeman,1937-04-01,aaron12@clark.com,"Unit 2350 Box 1774, DPO AA 26218",30605,2024-03-01
CUST39,Stephanie,Coleman,1995-08-04,kennethrivera@gmail.com,"5856 Murray Ramp Suite 380, Russellville, SC 80287",99906,2024-03-01
CUST40,Brian,Nelson,1970-11-30,jhorton@wheeler-miller.com,"9997 Jimenez Pine, East Hannah, NV 66005",94108,2024-03-01
CUST41,Douglas,Baker,2000-11-02,oedwards@hotmail.com,"8277 Brandon Coves Suite 580, New Marialand, DC 64463",94530,2024-03-01
CUST42,Summer,Butler,1977-07-14,thomasashley@yahoo.com,"USS Bailey, FPO AP 69466",93856,2024-03-01
CUST43,Catherine,Leon,1971-04-17,larry38@reid-mullins.com,"81995 Norma Keys Suite 530, Kristenmouth, ME 18503",116810,2024-03-01
CUST44,Robert,Welch,1961-11-14,tracywright@gmail.com,"222 Jessica Harbor Apt. 777, New Laurenland, AL 76708",131878,2024-03-01
CUST45,Martin,Perez,1949-03-04,qtaylor@wright-smith.biz,"910 Bell Lodge Apt. 015, Barbarafurt, AK 57921",73450,2024-03-01
CUST46,Sarah,Lee,1999-11-15,phenderson@carroll.com,"33527 Reid Views, Port Patricia, IN 69209",31328,2024-03-01
CUST47,Juan,Knight,1958-09-27,blucas@gmail.com,"USNS Lynn, FPO AP 31235",71183,2024-03-01
CUST48,Keith,Price,1935-03-18,marcusjohnson@perez.org,"262 Melissa Rapids, Lake Stephaniebury, WY 77405",39697,2024-03-01
CUST49,Shelley,Ware,1946-02-11,torressabrina@yahoo.com,"6398 Patricia Valley Apt. 972, Chelseyhaven, WY 77021",111160,2024-03-01
CUST50,Jesse,Thomas,1993-07-20,jacksonmelissa@rowe.com,"98741 Aaron Fall, West Leslietown, TX 00831",27619,2024-03-01
CUST51,Jessica,Payne,1998-08-17,josephcook@newton.net,"957 Frederick Rapids Suite 896, New Kaitlynmouth, TN 56676",90432,2024-03-01
CUST52,Julie,Lara,1952-06-24,smeadows@yahoo.com,"675 Jackson Villages, North Jorgefurt, AZ 25861",67294,2024-03-01
CUST53,Scott,Sloan,1983-12-04,bmorrison@knight.net,"12529 Steven Lodge, Lake Daniel, NM 69892",35650,2024-03-01
CUST54,Christopher,Landry,1936-09-28,eweiss@yahoo.com,"PSC 6040, Box 8499, APO AE 71885",84634,2024-03-01
CUST55,Duane,Nichols,1963-05-15,ophillips@ruiz.com,"16208 Garrett Courts, Lake Johnport, TN 51906",29847,2024-03-01
CUST56,Jill,Morales,1959-01-30,tstewart@yahoo.com,"41934 Alyssa Fall, Port Ashley, ME 71077",32482,2024-03-01
CUST57,Jessica,Thomas,1942-04-17,thorntonbrianna@dixon-pham.org,"5540 Powers Crossing Apt. 883, Aliciaside, AR 84064",115592,2024-03-01
CUST58,Alison,Scott,1944-07-30,rwilliams@lopez.com,"7741 Lindsey Divide Apt. 001, Port Nicholasberg, CA 81287",43844,2024-03-01
CUST59,Jessica,Black,1961-07-02,ricardo96@bates-martin.net,"2389 Matthew Harbor Apt. 152, South Kimberlyton, MS 43087",75582,2024-03-01
CUST60,Brandi,Harvey,1954-01-03,charlesmorales@ball.com,"281 Samuel Vista, East Kristenchester, IL 01468",70431,2024-03-01
CUST61,Briana,Martin,1939-04-02,armstrongrichard@yahoo.com,"3769 Lawrence Causeway Suite 820, East Markberg, MD 55579",88611,2024-03-01
CUST62,Bonnie,White,1958-06-14,kmartin@rodriguez-hester.com,"965 Douglas Isle Apt. 168, South Sharon, NC 02364",70600,2024-03-01
CUST63,Crystal,Singh,1940-09-17,tatewilliam@hall.com,"263 Thornton Flat Suite 621, South Daniel, DC 26271",155227,2024-03-01
CUST64,Paula,Pruitt,2001-12-26,zrodriguez@yahoo.com,"031 Sherman Burg Apt. 999, New James, CA 88426",110648,2024-03-01
CUST65,Barbara,Colon,1955-06-02,christopherhickman@shaffer-rodriguez.com,"45459 Porter Fields Apt. 799, Robertsonville, DE 99734",88250,2024-03-01
CUST66,Julie,Graham,1976-08-31,johnsonchristine@yahoo.com,"Unit 7662 Box 8380, DPO AP 56632",40892,2024-03-01
CUST67,Sarah,Ferrell,1987-03-20,torreskari@nolan.biz,"41962 Anne Forges Suite 868, Danielport, PA 73104",105885,2024-03-01
CUST68,Steve,Johnson,1995-01-22,jacob73@klein-lawson.com,"1217 Hamilton Drive, East Jennifer, AL 72888",54363,2024-03-01
CUST69,Jesus,Parker,1965-02-05,brenda75@gmail.com,"5635 Melissa Stravenue, Mooreton, NH 10806",52033,2024-03-01
CUST70,Brent,Palmer,2000-06-17,vbaker@mcintosh-cardenas.com,"93685 Reynolds Centers, Andersontown, AL 48969",28924,2024-03-01
